5.27, 2623091.07
5.29, 2757925.41
5.31, 2899690.61
5.33, 3048742.95
5.35, 3205457.01
5.37, 3370226.61
5.39, 3543465.84
5.41, 3725610.06
5.43, 3917117.01
5.45, 4118467.96
5.47, 4330168.92
5.49, 4552751.91
5.51, 4786776.30
5.53, 5032830.21
5.55, 5291531.99
5.57, 5563531.78
5.59, 5849513.13
5.61, 6150194.73
5.63, 6466332.23
5.65, 6798720.09
5.67, 7148193.63
5.69, 7515631.10
5.71, 7901955.91
5.73, 8308138.90
5.75, 8735200.86
5.77, 9184215.02
5.79, 9656309.78
5.81, 10152671.56
5.83, 10674547.74
5.85, 11223249.84
5.87, 11800156.78
5.89, 12406718.39
5.91, 13044458.98
5.93, 13714981.26
5.95, 14419970.29
5.97, 15161197.75
5.99, 15940526.42
6.01, 16759914.79
6.03, 17621422.06
6.05, 18527213.25
6.07, 19479564.68
6.09, 20480869.68
6.11, 21533644.61
6.13, 22640535.16
6.15, 23804323.03
6.17, 25027932.91
6.19, 26314439.81
6.21, 27667076.82
6.23, 29089243.23
6.25, 30584513.02
6.27, 32156643.94
6.29, 33809586.86
6.31, 35547495.74
6.33, 37374738.07
6.35, 39295905.86
6.37, 41315827.14
6.39, 43439578.11
6.41, 45672495.91
6.43, 48020192.05
6.45, 50488566.43
6.47, 53083822.28
6.49, 55812481.65
6.51, 58681401.88
6.53, 61697792.76
6.55, 64869234.70
6.57, 68203697.78
6.59, 71709561.74
6.61, 75395637.07
6.63, 79271187.16
6.65, 83345951.54
6.67, 87630170.39
6.69, 92134610.27
6.71, 96870591.16
6.73, 101850014.93
6.75, 107085395.25
6.77, 112589888.99
6.79, 118377329.36
6.81, 124462260.62
6.83, 130859974.65
6.85, 137586549.36
6.87, 144658889.14
6.89, 152094767.29
6.91, 159912870.71
6.93, 168132846.88
6.95, 176775353.18
6.97, 185862108.89
6.99, 195415949.66
7.01, 205460885.02
7.03, 216022158.60
7.05, 227126311.68
7.07, 238801249.79
7.09, 251076312.91
7.11, 263982349.17
7.13, 277551792.38
7.15, 291818743.55
7.17, 306819056.57
7.19, 322590428.32
7.21, 339172493.42
7.23, 356606923.80
7.25, 374937533.47
7.27, 394210388.58
7.29, 414473923.24
7.31, 435779061.19
7.33, 458179343.79
7.35, 481731064.61
7.37, 506493410.82
7.39, 532528612.03
7.41, 559902096.59
7.43, 588682656.08
7.45, 618942618.15
7.47, 650758028.29
7.49, 684208840.96
7.51, 719379120.50
7.53, 756357252.39
7.55, 795236165.39
7.57, 836113565.03
7.59, 879092179.23
7.61, 924280016.39
7.63, 971790636.83
7.65, 1021743438.23
7.67, 1074263955.63
7.69, 1129484176.94
7.71, 1187542874.60
7.73, 1248585954.38
7.75, 1312766821.99
7.77, 1380246768.66
7.79, 1451195376.42
7.81, 1525790944.32
7.83, 1604220936.47
7.85, 1686682453.19
7.87, 1773382726.29
7.89, 1864539639.90
7.91, 1960382278.03
7.93, 2061151500.22
7.95, 2167100546.90
7.97, 2278495675.78
7.99, 2395616830.97
8.02, 2518758346.49
8.04, 2648229685.98
8.06, 2784356220.40
8.08, 2927480045.67
8.10, 3077960842.44
8.12, 3236176779.97
8.14, 3402525466.47
8.16, 3577424948.36
8.18, 3761314760.83
8.20, 3954657032.44
8.22, 4157937646.46
8.24, 4371667461.94
8.26, 4596383597.53
8.28, 4832650781.34
8.30, 5081062770.06
8.32, 5342243841.21
8.34, 5616850361.92
8.36, 5905572438.46
8.38, 6209135650.53
8.40, 6528302874.69
8.42, 6863876201.52
8.44, 7216698951.34
8.46, 7587657793.53
8.48, 7977684974.79
8.50, 8387760661.96
8.52, 8818915405.24
8.54, 9272232728.04
8.56, 9748851849.96
8.58, 10249970549.70
8.60, 10776848175.22
8.62, 11330808808.53
8.64, 11913244593.23
8.66, 12525619233.04
8.68, 13169471670.24
8.70, 13846419953.10
8.72, 14558165302.17
8.74, 15306496385.58
8.76, 16093293814.07
8.78, 16920534867.15
8.80, 17790298462.09
8.82, 18704770378.42
8.84, 19666248750.98
8.86, 20677149845.24
8.88, 21740014129.59
8.90, 22857512659.74
8.92, 24032453791.23
8.94, 25267790237.08
8.96, 26566626488.14
8.98, 27932226614.92
9.00, 29368022470.43
9.02, 30877622314.68
9.04, 32464819882.51
9.06, 34133603917.52
9.08, 35888168196.05
9.10, 37732922066.48
9.12, 39672501530.23
9.14, 41711780892.39
9.16, 43855885011.14
9.18, 46110202177.00
9.20, 48480397653.90
9.22, 50972427916.45
9.24, 53592555619.00
9.26, 56347365334.13
9.28, 59243780100.16
9.30, 62289078819.27
9.32, 65490914549.92
9.34, 68857333739.50
9.36, 72396796445.69
9.38, 76118197597.20
9.40, 80030889347.32
9.42, 84144704576.65
9.44, 88469981603.78
9.46, 93017590166.27
9.48, 97798958737.11
9.50, 102826103245.27
9.52, 108111657272.62
9.54, 113668903803.10
9.56, 119511808603.73
9.58, 125655055321.69
9.60, 132114082385.37
9.62, 138905121802.25
9.64, 146045239951.15
9.66, 153552380471.29
9.68, 161445409355.94
9.70, 169744162364.06
9.72, 178469494869.02
9.74, 187643334269.66
9.76, 197288735095.46
9.78, 207429936944.27
9.80, 218092425398.15
9.82, 229302996070.56
9.84, 241089821945.65
9.86, 253482524179.06
9.88, 266512246538.02
9.90, 280211733667.95
9.92, 294615413382.13
9.94, 309759483181.31
9.96, 325682001220.69
9.98, 342422981952.83
10.00, 360024496686.93
